index,MINE_ID,score
21860,4405014,1123.751705
5798,1400413,1123.244719
9293,2002434,1121.783318
7675,1519242,1121.644181
17205,3607463,1121.251993
22238,4407137,1120.741146
23293,4608297,1120.260697
6718,1518001,1116.453767
6833,1518196,1114.833917
17626,3608836,1114.823281
23893,4609319,1114.093277
12180,2501126,1112.512079
23561,4608862,1109.142291
23315,4608387,1108.521002
6109,1500062,1105.362449
17914,3609260,1103.959029
3468,801160,1102.838862
1547,400034,1102.665524
12444,2602228,1102.639909
17627,3608841,1101.627206
7253,1518711,1101.57452
7739,1519318,1100.360304
23408,4608635,1095.821182
21913,4406230,1095.407963
21815,4403010,1091.811555
23285,4608268,1091.460768
6422,1516520,1090.413025
23147,4606843,1088.82479
23385,4608589,1086.735045
12326,2600668,1086.688474
6892,1518267,1086.00681
22213,4407104,1083.756499
6725,1518015,1083.633876
7323,1518793,1082.532879
17005,3603448,1081.976784
472,200112,1081.843722
1565,400156,1081.148966
23805,4609187,1080.638622
23321,4608402,1079.6066
12539,2602397,1078.796963
25239,5001545,1076.603827
23546,4608845,1075.815903
8365,1700022,1075.447429
9170,2000061,1073.920149
4443,1100786,1073.157
23800,4609180,1071.92529
3334,800116,1071.390784
23406,4608633,1069.44032
6425,1516576,1069.249829
7686,1519253,1068.12145
4785,1103182,1066.198587
23716,4609069,1066.083878
6556,1517541,1065.195193
9898,2100249,1065.150806
23180,4607366,1064.687519
3728,900482,1064.351136
17642,3608862,1064.135653
19287,4003272,1063.257249
6134,1500100,1060.414891
1308,301607,1059.229743
21816,4403088,1055.107671
6669,1517896,1054.600541
10959,2300053,1047.199918
7322,1518792,1046.689238
6935,1518316,1046.518551
17490,3608636,1045.227135
22025,4406868,1043.897926
6162,1502240,1041.64894
21784,4401486,1039.357465
6979,1518369,1037.501979
6506,1517252,1036.782615
7477,1518987,1032.407631
11014,2300454,1030.95701
24965,4801353,1030.564001
6326,1512963,1030.540202
7377,1518869,1030.16846
23055,4604670,1029.542381
12324,2600594,1028.423354
12462,2602271,1026.460869
12315,2600438,1025.612143
6384,1515978,1024.545312
3687,900182,1023.110319
23540,4608837,1022.866239
4796,1103193,1022.541051
23673,4609017,1022.369242
3003,504864,1021.9299
23877,4609293,1021.807859
23263,4608159,1020.88473
12330,2600680,1020.151356
10995,2300217,1019.853242
21892,4405745,1019.181016
17808,3609127,1018.624328
6248,1509830,1013.694237
16806,3600136,1013.177858
6217,1507101,1012.910004
22392,4500359,1009.943993
11124,2301800,1009.526137
23775,4609148,1009.455578
12439,2602211,1008.900704
2582,503528,1008.414634
7236,1518694,1004.64814
23742,4609107,1004.129673
11424,2302371,1003.716012
23310,4608374,1003.002238
23880,4609297,1001.466106
7092,1518505,1000.254717
23101,4605868,997.2708499
514,200843,997.1636426
6611,1517733,995.6880896
6966,1518353,995.5022637
7363,1518850,992.770936
3670,900114,992.2900896
23267,4608185,991.8619584
23377,4608577,991.2493116
23703,4609054,990.5995233
21783,4400649,989.7584423
5329,1300014,988.8515461
6208,1506268,987.4062788
19445,4100283,986.3620252
152,103002,986.0140334
7022,1518419,985.4980883
22979,4602166,984.0039526
24945,4801180,982.9626389
3391,800835,982.6776351
9172,2000065,982.0155244
21859,4404982,978.181416
9163,2000022,977.5726272
6232,1508177,977.4832682
2035,405276,972.2444481
1549,400037,968.1986662
23684,4609030,967.6232975
2011,405222,965.6202841
19424,4100071,965.2338992
6534,1517390,961.2441607
6650,1517834,960.6224298
17467,3608603,958.4156954
23277,4608249,958.0300249
5796,1400411,957.496501
16859,3600271,956.0685799
7636,1519193,953.940411
7711,1519282,951.7858665
20978,4201996,951.5286945
12323,2600578,947.367246
7731,1519308,946.4986124
12298,2600062,943.1932836
11051,2300781,942.7014203
23637,4608959,942.4527989
4496,1101578,941.6423505
6478,1517021,939.3594723
6665,1517881,939.1901816
6856,1518222,938.8180192
22345,4407269,937.3428225
2552,502962,936.6205486
17633,3608850,936.3561516
22026,4406869,936.1456807
6352,1514324,933.1366571
19422,4100069,931.8217782
1578,400219,931.0457789
16816,3600155,930.7542283
9171,2000062,928.4683886
10761,2200035,923.9492647
22256,4407159,923.2019713
23200,4607562,922.3225659
14721,3101990,922.0036233
21802,4402783,921.3908283
5075,1202147,921.3820562
21968,4406718,921.1459046
25199,5000030,920.3497476
6985,1518375,916.9111854
1824,404218,916.740688
22963,4601459,916.3473087
19034,4000838,915.6523568
9168,2000044,914.5795326
715,202681,914.3142827
23903,4609340,913.9185115
3347,800225,912.1994118
22946,4601162,912.0589532
4758,1103147,911.7722287
21910,4406195,911.2546116
22271,4407179,911.1213277
6461,1516883,909.1357837
17093,3605666,907.3052563
21448,4300351,906.6656874
19010,4000170,904.7867339
7158,1518595,904.5509023
20032,4104139,901.4105341
6355,1514468,901.4053656
6274,1511162,901.0737152
3697,900265,900.8497978
15747,3304565,900.6533707
18694,3900020,899.4228687
6293,1511835,898.6867844
12322,2600550,896.3524809
22278,4407186,895.5456406
15709,3304509,895.3633171
6761,1518088,894.7561879
21997,4406812,891.9053339
22964,4601537,891.5227252
21828,4403743,890.5317671
6723,1518009,888.4024245
3,100008,887.7559706
6237,1508413,887.398937
21720,4400026,887.327105
1234,300313,885.9644924
6739,1518043,884.4625605
16931,3601966,884.4023839
13646,3000954,883.5278318
25658,5400389,883.2205204
23479,4608756,882.8900568
6249,1509876,881.6735367
15715,3304520,880.9593565
6443,1516727,879.2894939
10650,2103689,879.0093707
7606,1519153,877.9585708
7459,1518966,877.7518476
7757,1519336,877.7140867
8880,1900035,877.4309643
23056,4604694,877.3264425
17175,3607156,874.6150719
138,102947,873.5494614
8766,1800341,872.4804729
1918,404950,872.3417106
13961,3003138,870.5103792
19529,4101776,869.0994802
13590,3000287,868.9221971
1796,403646,868.3727869
890,202930,866.3225982
21944,4406544,865.5615432
543,201457,865.354918
5421,1301617,864.8660707
6546,1517481,863.7186777
464,200001,862.6233813
23886,4609304,861.0832954
21878,4405270,860.7062984
14619,3100354,857.3357148
23792,4609171,855.4974801
12387,2601941,855.2012513
12363,2601563,854.0558168
528,201138,853.8592674
5080,1202167,853.516453
3479,801198,852.9925246
8015,1519669,852.0095788
21787,4402277,850.9757763
15924,3401289,850.5401739
12328,2600677,848.7328607
6348,1514057,848.268688
23371,4608561,847.8621674
23,100052,847.1410371
23236,4607983,846.5167113
6370,1515455,845.3576693
1548,400036,844.7090627
8789,1800621,843.6555294
23104,4605890,843.024551
19009,4000168,842.5064224
6900,1518277,842.260889
19130,4003000,841.8435988
23806,4609188,841.0801945
22195,4407082,840.1950952
12393,2601962,840.1129153
10952,2300028,837.7222489
7688,1519256,837.2043091
19672,4103307,835.9825867
23607,4608917,834.1189544
23274,4608224,833.6108091
7910,1519533,833.2941318
3371,800519,832.882196
6544,1517462,831.6574325
1699,401943,829.5960667
12390,2601947,828.332123
21822,4403472,827.4258379
25639,5400331,827.2158922
7721,1519292,827.196079
23095,4605649,823.9114864
7911,1519534,823.9073008
6324,1512914,821.9819002
15240,3300069,818.4294014
6315,1512603,817.7367687
18763,3901282,817.0700668
6219,1507201,816.9011047
11506,2400014,816.5974117
6250,1509938,816.5545557
17497,3608645,816.4739656
25652,5400376,815.9814708
23248,4608055,812.6679343
17734,3609005,812.3726864
14,100034,810.4070155
6695,1517960,810.2276957
4352,1100003,809.7796787
6450,1516801,807.9151218
6185,1504442,806.8221851
23027,4603317,805.6836982
3385,800768,805.232809
7378,1518870,803.5148861
23356,4608523,802.7550142
7037,1518436,802.1715065
5410,1301225,800.5085508
22069,4406939,800.1453941
23617,4608930,799.7093683
23097,4605741,798.9452988
21886,4405498,797.3693437
15282,3300156,797.3326856
20940,4201697,796.6439451
1243,300464,795.7164492
16890,3600963,795.3098552
12376,2601845,794.0986343
5360,1300434,788.720457
23380,4608581,788.1069888
23568,4608870,787.7934472
12374,2601842,787.572245
676,202620,787.3752866
21986,4406786,787.2467443
23438,4608693,787.0149472
12295,2600015,786.1792775
22071,4406942,785.9465671
7475,1518984,785.3312981
25641,5400343,784.5573079
23712,4609065,783.9704476
1561,400119,783.2939456
6197,1505245,783.1502455
6394,1516098,782.9616923
22252,4407154,782.6994915
21973,4406746,782.5020141
11007,2300288,781.3830971
6865,1518234,781.3045341
4878,1200065,781.1405051
19099,4002545,781.0146208
3806,901036,780.5188174
25743,5500013,780.5100911
6639,1517813,779.9188295
18019,3609407,779.0766774
23434,4608683,778.8620942
7583,1519114,776.550008
2722,504438,776.3546844
273,103217,776.1487039
23822,4609210,775.5885453
6617,1517746,775.4850161
7835,1519433,775.2717375
12388,2601942,775.2498903
5145,1202258,774.9366016
24002,4700148,774.5141474
23075,4605295,774.4613064
23581,4608885,774.4139028
19468,4100994,772.6322119
23853,4609254,771.8049776
7319,1518787,771.691655
20886,4200854,771.252527
6708,1517979,770.6705065
19643,4103164,769.8232417
7774,1519357,769.3065731
22280,4407188,769.1883449
22007,4406836,768.938519
7801,1519390,768.7999927
11553,2401079,767.7339651
22239,4407138,766.6647435
3535,801287,765.7761979
8965,1900956,764.9762858
19599,4102885,764.9272099
4378,1100066,764.6055115
7476,1518986,764.5628589
22094,4406973,764.273617
23736,4609100,764.2646604
22034,4406882,764.0579757
19093,4002467,764.032622
21848,4404534,763.5886801
23836,4609227,762.796242
21731,4400061,762.2664332
7798,1519384,762.0685348
23651,4608977,761.4022824
5085,1202174,760.4257411
4631,1102971,756.2869661
1683,401891,755.4831774
23091,4605589,754.5481329
7483,1518994,754.2633689
23120,4606188,752.9932818
6671,1517901,752.0856696
21835,4403932,751.1231753
1816,404157,750.0812666
12411,2602081,749.0348649
15978,3401757,748.8261031
23693,4609042,748.4816049
534,201221,747.5774364
12381,2601906,746.8403854
16210,3402080,746.0298908
23247,4608048,744.5979463
17543,3608725,743.966887
22226,4407123,743.0771109
23655,4608984,741.3526457
3688,900188,741.3051255
9897,2100209,740.7117749
23282,4608263,739.5951728
6974,1518363,738.3732796
225,103158,737.8068811
11586,2401652,737.7501439
5378,1300733,737.1629434
1220,300050,736.6689891
21988,4406791,736.0557521
22938,4600016,735.6535005
16306,3500525,735.3798489
23123,4606265,735.0545444
11018,2300495,734.2297449
7917,1519541,733.7423125
23539,4608836,732.9655603
22187,4407074,732.9059785
23077,4605317,732.3965117
6415,1516457,731.7900525
23821,4609209,730.7321114
6848,1518213,730.5266521
3675,900125,730.4871929
3950,1000089,729.4634056
1245,300470,729.4489915
23042,4604093,728.6469217
23014,4603141,728.578268
22104,4406985,726.2718113
7087,1518500,724.6981213
17479,3608622,724.2615845
6426,1516577,723.90287
22281,4407189,723.635862
19008,4000166,723.0587025
23331,4608437,722.2791769
17071,3605205,722.2165928
7133,1518562,722.169216
4396,1100118,722.1537007
6666,1517888,721.6927073
3152,600393,721.0017947
23166,4607165,720.9743006
23049,4604343,720.9487505
23911,4609357,719.5140456
8817,1800738,719.324316
8897,1900288,718.9815253
2768,504537,718.8805732
23379,4608580,717.7958135
13598,3000663,717.3622221
6408,1516349,715.601055
6613,1517738,713.0501541
7736,1519314,711.9343977
16771,3600047,709.7637818
19676,4103327,709.3233437
15780,3304605,708.7289757
5784,1400159,708.6355469
12352,2601152,707.5767782
19560,4102478,707.5259535
20913,4201280,707.2774874
19348,4003354,706.8541945
1806,404056,706.068793
21884,4405411,705.5805278
22153,4407036,703.7558502
16798,3600118,703.1314083
25474,5100019,702.8137774
23116,4606089,702.7747875
10421,2103403,701.7796756
23648,4608973,701.7443244
14767,3102092,700.2854563
3716,900359,700.266879
6082,1500006,700.1593202
23196,4607545,699.7044865
13245,2901712,699.4909455
7065,1518472,699.1278994
15875,3400530,698.8679636
23238,4607985,697.9497834
4877,1200064,696.9731841
7347,1518827,696.3969891
23272,4608218,695.6140716
4157,1002000,695.3103661
20863,4200297,695.2327835
1948,405075,694.9201477
14600,3100135,694.8473056
17934,3609287,694.7010527
9043,1901114,693.6050464
7055,1518458,693.302507
22937,4600015,692.1547622
7435,1518936,690.970822
22161,4407045,690.5580654
10983,2300158,690.1986289
23092,4605592,690.0553559
7824,1519418,689.8820276
18565,3800130,689.4980874
21916,4406239,688.9816252
17516,3608683,688.7703508
6510,1517266,688.3902184
19123,4002964,687.5198573
6444,1516734,686.6951333
17001,3603432,686.3125466
23493,4608776,684.0378518
23820,4609207,683.6187707
3474,801183,683.1930032
3686,900157,682.9549665
22015,4406853,682.4669227
24376,4703110,682.466569
3640,900030,681.7144936
23627,4608942,680.9294438
5299,1202431,680.6112604
5105,1202207,679.8840449
19127,4002981,679.8833397
23195,4607537,678.5086811
23419,4608659,678.4941937
8742,1800029,677.9126342
6372,1515609,677.6556945
3388,800798,677.2581743
17529,3608704,677.1897834
14615,3100233,677.1061213
23553,4608852,676.6004666
9169,2000051,675.4339197
6467,1516916,674.8607986
3518,801267,674.7463225
6697,1517962,673.6352227
19852,4103882,673.3816472
7542,1519063,672.8980289
1642,401763,672.5683729
23665,4609002,670.28552
13317,2902152,670.2263196
7184,1518626,670.1072858
23948,4609427,669.532464
1853,404602,669.4098757
23717,4609070,669.3335137
23740,4609105,669.0174794
6268,1511005,668.8705856
22299,4407211,668.8574275
6270,1511028,668.6824986
8869,1900008,668.5589792
9956,2100828,668.4768348
19324,4003328,668.1374622
3683,900149,667.5756743
23076,4605315,667.3028379
6299,1511991,665.9861499
19173,4003124,665.8424687
25612,5400260,665.6622125
5794,1400309,665.5120096
13757,3002268,665.4981838
19033,4000827,665.4747201
21879,4405311,665.3097607
1567,400158,664.8998892
21383,4300011,664.1810039
7148,1518581,663.7339219
2219,405545,662.8692142
23129,4606448,662.0892322
23052,4604637,661.6272261
23802,4609183,661.5486254
1555,400089,661.2476939
12749,2602674,660.4141338
8115,1601031,660.1008259
19111,4002881,659.4431124
16402,3503260,658.671282
6741,1518048,658.2257929
15952,3401618,657.9787297
17666,3608891,657.6328679
23720,4609073,657.5657871
7000,1518393,656.9126927
3838,901098,656.8633722
