index,MINE_ID,score
10094,2102981,218.1078679
14525,3003879,218.1028702
17316,3608187,218.1026177
1410,301853,218.0823063
6095,1500031,218.0316158
15590,3304343,217.9885383
294,103243,217.9191434
18598,3800568,217.8709599
4968,1200945,217.8540482
19140,4003041,217.85103
19045,4001051,217.8317171
15893,3400837,217.8178104
14575,3100069,217.806807
25704,5400451,217.7474085
19741,4103604,217.7414394
729,202707,217.7278079
5220,1202342,217.7056695
7447,1518950,217.667378
7305,1518772,217.6491237
5884,1401466,217.6398969
16335,3501041,217.6079694
11566,2401416,217.6054378
13859,3002833,217.5969775
3653,900057,217.5396543
15356,3301466,217.5144162
23234,4607968,217.4961669
4962,1200884,217.4099482
5933,1401577,217.3535263
6712,1517984,217.3001894
7382,1518874,217.2954698
14709,3101956,217.2912732
9415,2002909,217.2891766
11002,2300231,217.0894034
10729,2103789,217.0410128
5946,1401598,216.9685749
5412,1301292,216.8665692
16531,3503508,216.8260301
7318,1518786,216.8146859
13311,2902136,216.8020252
22430,4500808,216.7714478
22203,4407093,216.7652204
23004,4602794,216.7111124
15684,3304478,216.6426024
5903,1401506,216.6256678
16683,3503696,216.5642316
15865,3400407,216.5574267
4422,1100221,216.502468
14885,3102242,216.3648512
18067,3609477,216.2208012
5428,1301714,216.2199584
9141,1901226,216.1815456
19952,4104039,216.1765492
23523,4608815,216.0816245
5886,1401470,216.0641737
23133,4606528,215.9887166
7540,1519061,215.9778901
3173,600606,215.9359602
3135,600225,215.9165362
20238,4104368,215.8960351
5560,1302204,215.8366517
20947,4201791,215.832332
2626,503992,215.8280407
15259,3300115,215.8154454
15020,3200747,215.7469033
10895,2200755,215.7450042
17207,3607480,215.6768972
1779,403177,215.6261244
16057,3401881,215.5553171
20030,4104136,215.5512224
8094,1600555,215.5455235
555,201880,215.5187971
8967,1900967,215.4623069
19811,4103798,215.3992434
565,202013,215.3990109
7788,1519372,215.3933379
22859,4503628,215.390729
1805,404053,215.3090921
3324,800057,215.2914126
23858,4609262,215.1152711
14664,3101354,215.0945307
22653,4503363,215.0713195
19697,4103463,215.0540478
3685,900151,215.05368
16619,3503619,215.0321409
18612,3800612,215.0064808
1931,405003,214.9931388
8822,1800745,214.9773532
2156,405467,214.9243099
8899,1900290,214.8987259
5390,1300777,214.8921469
19574,4102639,214.8322791
8885,1900046,214.8265537
3836,901096,214.8154811
5559,1302203,214.7872585
13617,3000850,214.7487729
2531,502357,214.7436543
7045,1518444,214.7425791
18812,3901422,214.7066869
292,103241,214.6898093
10208,2103155,214.6565251
8666,1700865,214.5985812
21825,4403524,214.5716342
5804,1400481,214.3082477
19898,4103959,214.2539935
3786,900974,214.223604
8927,1900371,214.2155927
3660,900071,214.21532
22,100050,214.1223412
1857,404634,214.0797574
21462,4300409,213.9850988
5031,1202005,213.9463033
11609,2401874,213.9228178
8942,1900557,213.8756166
24011,4700235,213.8671303
19456,4100356,213.8440333
19213,4003180,213.7910334
8491,1700654,213.7516819
19648,4103197,213.7446103
13089,2800874,213.7362286
22030,4406876,213.7169676
4894,1200103,213.6709333
11651,2402000,213.576806
21852,4404733,213.5060625
15765,3304587,213.4534759
3804,901033,213.367263
17634,3608852,213.3256175
12327,2600672,213.3137681
91,102354,213.2997825
21528,4300534,213.2980593
16479,3503434,213.2293275
5572,1302220,213.2133158
21220,4202383,213.1902122
8810,1800728,213.1271282
1962,405108,213.1231316
1496,301982,213.1204992
4270,1002141,213.1084365
3167,600595,213.0880356
17132,3606475,213.0787227
1312,301619,213.0707649
21754,4400118,213.0640347
6946,1518329,213.059478
7007,1518401,213.0287514
6674,1517909,212.9974491
13656,3000983,212.9841113
13030,2800001,212.9771462
22839,4503599,212.9298685
23910,4609353,212.9298577
71,101362,212.7695357
10254,2103212,212.7442427
20328,4104473,212.6905105
17286,3608065,212.6223966
22418,4500662,212.565251
9040,1901108,212.5176044
4888,1200088,212.5149524
763,202754,212.4924678
6755,1518080,212.480434
5517,1302128,212.4460311
2282,405622,212.4214969
4384,1100093,212.4026564
7406,1518903,212.3781057
13698,3001520,212.3620201
22769,4503513,212.3233753
7697,1519266,212.2963608
1587,400284,212.2115151
7016,1518411,212.169991
15440,3302403,212.1398252
5515,1302123,212.1194142
20690,4104898,212.067103
1626,401693,212.0628208
22843,4503605,212.0593152
4317,1002202,212.0425526
9199,2000731,211.9928669
23982,4700045,211.974498
25625,5400298,211.9406458
9626,2003191,211.9301322
17044,3604665,211.910777
18969,4000061,211.9081557
25235,5001532,211.8275891
14349,3003646,211.6889935
18153,3609603,211.667153
19637,4103137,211.6431066
22592,4503261,211.6346604
23680,4609026,211.6344183
16285,3500454,211.6183207
16367,3502781,211.5058222
3376,800635,211.4980155
22157,4407041,211.4499035
22519,4502816,211.399145
16288,3500472,211.3572402
1618,401616,211.3162152
13031,2800003,211.2921251
5518,1302129,211.286913
11150,2301929,211.2750406
10029,2102641,211.2680953
12503,2602346,211.2513736
8763,1800318,211.2350624
20042,4104151,211.2343716
23398,4608620,211.149279
13708,3001582,211.1441058
14666,3101357,211.1315995
3608,801374,211.1246544
16994,3603287,211.1126742
7395,1518889,211.0890346
18765,3901303,211.0322431
21030,4202130,210.9787549
2155,405465,210.9761429
18518,3700211,210.9182577
1425,301874,210.9093074
12836,2700160,210.8793009
7308,1518776,210.8409099
4420,1100213,210.836226
13907,3002994,210.7874267
17034,3604302,210.7210956
15698,3304495,210.7109366
1739,402696,210.6923581
2849,504660,210.6681773
2794,504578,210.6319905
4692,1103064,210.6291418
3411,800991,210.6083594
1863,404678,210.3835437
5527,1302149,210.2391049
22486,4502282,210.2256839
10380,2103354,210.2133884
3996,1001460,210.199678
24333,4703056,210.150336
3283,600762,210.1154125
22613,4503304,210.0799409
4053,1001798,210.029189
3633,900015,210.0291219
6189,1504537,209.9952093
5658,1302314,209.9492757
9876,2100005,209.9154047
17212,3607550,209.9071782
15690,3304486,209.89878
20054,4104165,209.8682116
21012,4202097,209.8613076
9887,2100057,209.8604165
18986,4000088,209.8518112
23098,4605776,209.8448941
21864,4405101,209.8228208
1652,401800,209.8029959
4711,1103088,209.7951321
14853,3102200,209.7552545
23301,4608328,209.7489896
21756,4400133,209.6868268
2,100006,209.6595871
16578,3503571,209.658481
1267,300910,209.6489355
13814,3002633,209.6440149
11282,2302201,209.6226671
13950,3003106,209.6155852
2197,405517,209.5989337
1715,402020,209.5903096
1227,300208,209.5485284
14207,3003463,209.5083519
23520,4608811,209.5039345
16879,3600830,209.4810058
8971,1900995,209.4714733
25606,5400236,209.4140406
24128,4702525,209.3530168
160,103025,209.3355973
7822,1519416,209.257559
1773,403031,209.2236344
25685,5400431,209.1372227
20898,4200998,209.1316273
6133,1500099,209.1030218
10223,2103172,209.0875543
1956,405095,209.069537
4806,1103207,209.0534328
24010,4700222,209.0389328
23178,4607350,209.023639
13221,2901258,209.0057917
7880,1519494,208.9449735
3230,600697,208.9176285
8565,1700748,208.8448949
1753,402800,208.8267329
12748,2602673,208.8081815
2623,503964,208.6826384
16062,3401887,208.6461712
23987,4700059,208.6448035
24030,4700791,208.5932724
9600,2003160,208.5673106
21027,4202121,208.5389871
15048,3200784,208.5369488
8216,1601364,208.4879039
21018,4202105,208.4752859
17523,3608697,208.4711675
14020,3003225,208.3871484
19596,4102852,208.331505
18290,3609802,208.3090482
10247,2103204,208.2873167
24901,4800298,208.2861874
13197,2900751,208.2532726
18960,4000035,208.2409801
6087,1500014,208.20113
15890,3400687,208.1746264
4419,1100211,208.1423164
1268,300911,208.1311119
341,103302,208.1140883
25673,5400415,208.1127235
16412,3503297,208.0679431
5534,1302166,208.0227208
15877,3400554,208.0219604
22469,4501582,207.9923307
23382,4608584,207.9910049
1558,400107,207.9435008
25205,5000444,207.9376158
25398,5001862,207.8882488
14871,3102224,207.8732217
13330,2902174,207.8663703
1365,301795,207.7505909
1668,401847,207.742637
19990,4104093,207.7401324
20045,4104154,207.6937586
12680,2602582,207.6728391
21054,4202167,207.5617348
20964,4201927,207.5136212
10274,2103234,207.4580784
23636,4608956,207.4192152
6142,1500115,207.3030353
10301,2103263,207.284538
12130,2500984,207.2574642
829,202855,207.2115508
20953,4201828,207.2096444
23995,4700114,207.1560212
11580,2401543,207.1433415
15937,3401474,207.1397091
3516,801264,207.1112655
1593,400555,207.0862177
4174,1002021,207.0479477
4027,1001717,207.0304357
8915,1900344,207.0231068
16556,3503538,207.0073544
17443,3608560,207.0061524
628,202451,206.8191949
20289,4104426,206.8085448
3987,1001269,206.7862892
6215,1507011,206.7803436
17019,3604167,206.7797997
11180,2302015,206.7131875
13208,2900917,206.6718603
7430,1518931,206.6568403
17581,3608774,206.6083379
19662,4103253,206.6072128
3798,901015,206.5703949
19995,4104098,206.4776705
12361,2601506,206.4669746
9661,2003229,206.4106938
1970,405131,206.3889161
7579,1519109,206.3389456
19713,4103518,206.3063962
24896,4800274,206.1962198
13125,2801013,206.1946676
4890,1200090,206.1846716
13062,2800518,206.1665465
1755,402815,206.0749292
10198,2103145,206.0519429
12520,2602372,206.0463875
5463,1302050,206.04591
16343,3501202,205.8851752
19959,4104047,205.8669737
16409,3503293,205.8451434
14293,3003570,205.7385669
18531,3800002,205.713825
669,202610,205.711832
16861,3600276,205.6989196
21544,4300555,205.6533061
3421,801026,205.6404912
20098,4104212,205.6196415
11808,2402275,205.618861
13639,3000930,205.5449731
19682,4103348,205.5448857
15523,3304131,205.526506
21410,4300110,205.5138688
16437,3503351,205.4428638
25712,5400460,205.4387596
17054,3604782,205.3963423
2115,405411,205.3884569
8901,1900302,205.3319232
7181,1518623,205.2948997
10918,2200786,205.2918089
8740,1800021,205.2834639
10435,2103420,205.185864
19131,4003001,205.1188336
5424,1301671,205.1153492
14658,3101235,205.0365895
7935,1519563,205.0248011
1888,404788,204.9927132
2719,504430,204.9292655
2901,504724,204.898409
4043,1001768,204.8929376
12382,2601913,204.881529
2276,405615,204.7946106
19928,4104005,204.7896631
2729,504461,204.7550065
4687,1103059,204.7283636
14659,3101258,204.6982989
6733,1518031,204.6663813
21001,4202077,204.5719812
14180,3003433,204.5595825
2229,405557,204.5539731
18696,3900024,204.4889725
18535,3800010,204.447276
2564,503197,204.4090224
6501,1517224,204.3685207
655,202571,204.3675017
11233,2302128,204.3548916
13215,2901101,204.2937791
3611,801377,204.2432555
6536,1517403,204.2362044
20433,4104609,204.2042946
3176,600618,204.1507
13002,2700448,204.1284111
3244,600713,204.0797911
16276,3500181,204.0725877
13716,3001711,204.0720731
703,202663,204.062537
20633,4104837,204.0623701
19814,4103806,204.0489513
19036,4000849,204.0357292
7146,1518578,203.9934228
12415,2602104,203.9611627
3394,800877,203.9150883
18997,4000106,203.9139128
23447,4608707,203.9138625
6885,1518258,203.876874
4510,1101789,203.8307484
23786,4609162,203.8262417
20072,4104184,203.8052289
24610,4703395,203.7604613
18592,3800544,203.7546023
3315,800006,203.7132332
846,202877,203.7068913
23190,4607474,203.6697912
5843,1401040,203.6520829
15528,3304147,203.5795456
4162,1002006,203.5071459
14879,3102233,203.4511329
18746,3901025,203.4380717
13348,2902199,203.4339167
5964,1401619,203.4047938
901,202944,203.3712987
20395,4104557,203.2947502
3449,801113,203.27162
19051,4001169,203.2696301
20958,4201864,203.2695703
16299,3500507,203.2575244
14610,3100189,203.2535213
8794,1800667,203.2427663
2369,405743,203.2187706
25628,5400303,203.1887519
4326,1002214,203.1815529
20900,4201041,203.0555894
16386,3503022,203.0362082
3367,800408,202.9924121
5443,1301883,202.9898452
4587,1102842,202.9860048
8746,1800038,202.9463052
13098,2800966,202.8809454
920,202969,202.8775011
6220,1507232,202.8054664
19541,4101925,202.7931711
12623,2602504,202.6695015
1311,301618,202.6093089
9029,1901095,202.5476013
21251,4202423,202.5475213
16967,3603138,202.5358562
8093,1600543,202.4820658
21500,4300493,202.4336474
15227,3300033,202.4320806
21387,4300018,202.4306254
19037,4000852,202.4240187
13336,2902186,202.3167562
23078,4605319,202.2878729
21943,4406530,202.2734447
24067,4701017,202.1998356
21933,4406471,202.1278455
597,202286,202.0840809
4871,1200039,202.0599856
3487,801216,202.0492315
9646,2003213,202.0198717
1669,401848,202.009387
14686,3101790,202.0052605
21733,4400065,202.0014019
20292,4104430,201.9934361
5238,1202362,201.982888
18533,3800004,201.9654636
158,103022,201.9612164
13611,3000837,201.9230274
18480,3700065,201.8528701
19641,4103154,201.8461865
22847,4503612,201.8457727
20606,4104807,201.755355
2836,504641,201.7324709
1919,404960,201.6369609
12341,2600901,201.5670975
1042,203118,201.5524008
12821,2700062,201.5219556
6114,1500071,201.5209004
5356,1300248,201.5186987
19226,4003196,201.5048303
15482,3303738,201.4767713
22495,4502508,201.4204203
15393,3301614,201.363379
20089,4104203,201.3468203
43,100622,201.2609935
1764,402884,201.1938615
2203,405524,201.1863606
13690,3001291,201.1616461
1782,403227,201.1194409
2200,405520,201.1066695
19987,4104090,201.0811234
19931,4104009,201.0699575
1340,301752,201.0256013
6259,1510358,200.9998374
6282,1511506,200.9313936
1987,405169,200.8679684
15016,3200739,200.8238892
7405,1518901,200.8145314
13566,3000074,200.6677767
3884,901154,200.6487204
16473,3503425,200.6259621
9991,2101504,200.590913
8618,1700811,200.5355365
13362,2902216,200.5264577
19583,4102773,200.4869935
19687,4103401,200.4364319
20489,4104673,200.4308303
15390,3301603,200.4063631
22747,4503487,200.389344
15022,3200749,200.3430873
8877,1900019,200.3395094
1643,401769,200.3126177
3591,801352,200.3100793
1703,401959,200.2561636
16858,3600270,200.2403157
3641,900033,200.2110319
16038,3401857,200.1805313
16984,3603204,200.1430223
12153,2501052,200.1248313
10896,2200756,200.1087778
1255,300608,200.0964694
243,103180,200.0749533
16384,3502986,200.0210236
18719,3900428,200.0035436
17821,3609148,199.9888313
25667,5400406,199.9208907
23754,4609122,199.914287
10028,2102623,199.908074
11746,2402196,199.9070564
23357,4608526,199.8903717
11549,2400936,199.8432298
9182,2000608,199.8031225
11197,2302063,199.7622198
6430,1516606,199.7506456
6950,1518333,199.6781028
5407,1301118,199.6681071
17043,3604646,199.6276282
19802,4103778,199.6048558
13323,2902165,199.4984189
20121,4104238,199.4762227
21909,4406181,199.4501561
22706,4503438,199.4033056
22242,4407143,199.3871056
22935,4600005,199.3705861
15274,3300143,199.3240957
3124,600026,199.3231783
5035,1202022,199.3111885
23608,4608918,199.2360256
7761,1519342,199.2263989
20528,4104717,199.2170223
23749,4609116,199.2124748
2606,503821,199.1743204
15018,3200742,199.1401701
4984,1201151,199.1167413
19604,4102925,199.1010636
18849,3901474,199.0309298
16836,3600210,198.9731102
10958,2300051,198.9494742
7974,1519611,198.9307051
5940,1401592,198.9152402
9408,2002890,198.887501
13369,2902223,198.885488
1954,405086,198.7853671
6989,1518380,198.6997288
1592,400539,198.6719654
3841,901104,198.6111085
21411,4300111,198.5824397
11875,2402392,198.5741908
19753,4103659,198.4296078
18742,3900925,198.3908057
1219,300049,198.3357416
3598,801362,198.3271826
916,202964,198.3235891
19894,4103955,198.2295959
10961,2300076,198.2103248
21948,4406592,198.1995908
4015,1001672,198.1985854
8842,1800768,198.1800571
11891,2402415,198.1411164
13093,2800949,198.1271546
14038,3003253,198.1019964
2697,504296,198.0844551
10240,2103195,198.0768637
21318,4202519,198.0681425
13113,2801000,198.0357817
8893,1900282,197.9640756
12495,2602329,197.9570579
15714,3304519,197.9375389
15896,3400893,197.8967105
11291,2302213,197.8807265
22033,4406880,197.8069068
10009,2101837,197.7414169
707,202670,197.7174101
21595,4300616,197.7045633
6586,1517657,197.6942894
14927,3200043,197.6585711
13104,2800976,197.6490332
22746,4503486,197.6010172
14746,3102052,197.5654502
6714,1517989,197.5580954
10856,2200709,197.5342988
19677,4103329,197.4816852
10892,2200752,197.4092976
181,103086,197.3966616
13261,2901899,197.392381
19079,4002160,197.363301
23292,4608295,197.349994
18865,3901494,197.3387669
11173,2302004,197.3335229
2068,405338,197.2199226
10593,2103614,197.1952399
6401,1516208,197.1401166
15871,3400460,197.1026953
15760,3304582,197.0852556
6807,1518156,196.9547014
16102,3401937,196.9495171
7851,1519451,196.9107482
12842,2700222,196.9097989
23543,4608840,196.8934731
24919,4800828,196.87746
16429,3503328,196.8753442
1217,300040,196.7780687
5909,1401524,196.7714587
13388,2902245,196.7585877
11855,2402356,196.7342342
15941,3401486,196.6862289
15687,3304481,196.6790919
23019,4603176,196.6601432
5806,1400485,196.6074667
22419,4500670,196.5891628
9979,2101297,196.5510036
1264,300884,196.527533
22518,4502803,196.5060175
1849,404517,196.4317592
7342,1518818,196.4306646
16841,3600218,196.3848231
21810,4402963,196.38301
9972,2101254,196.3219649
5406,1301109,196.2827323
11181,2302016,196.2194144
19620,4103037,196.2108278
12143,2501022,196.1867382
2313,405671,196.1721275
21559,4300571,196.1646687
14439,3003755,196.1428281
14574,3100068,196.1080754
16011,3401822,196.0525005
19416,4100047,196.0252849
14670,3101497,195.9837599
5096,1202192,195.9008168
5915,1401537,195.8710058
8987,1901044,195.819691
4474,1101170,195.816329
6598,1517695,195.7888732
19628,4103089,195.7790283
12366,2601602,195.7646415
3430,801048,195.7538511
6351,1514272,195.7172154
17946,3609310,195.7037619
3357,800308,195.7008355
25219,5001282,195.6720181
2560,503135,195.6270244
23439,4608694,195.6226913
13711,3001610,195.618237
22623,4503319,195.5869372
8187,1601320,195.533432
23866,4609277,195.5299928
17544,3608726,195.494466
18570,3800146,195.4683523
18992,4000099,195.4504783
5532,1302163,195.4051124
4644,1102996,195.3594152
5494,1302096,195.3302833
19997,4104100,195.3171872
20324,4104468,195.3131169
9438,2002951,195.305305
7102,1518520,195.2865326
11384,2302324,195.276344
1011,203081,195.2643032
8806,1800713,195.2432709
19459,4100850,195.1773738
15349,3301425,195.1714175
817,202842,195.1250287
22503,4502611,195.0804918
11295,2302221,195.0499105
18501,3700192,195.037394
23131,4606497,195.0187437
22332,4407253,194.97146
8764,1800326,194.9437279
12903,2700340,194.9113043
11347,2302277,194.9054117
19745,4103618,194.8370226
13624,3000871,194.8351637
13582,3000100,194.8179854
7376,1518867,194.7298639
13052,2800470,194.726588
25498,5100222,194.6979302
18536,3800012,194.6636271
18994,4000102,194.5854894
2317,405678,194.5185062
8464,1700618,194.5106732
16833,3600198,194.465917
3837,901097,194.4553691
15469,3303312,194.42224
4553,1102647,194.3140729
9896,2100200,194.3072326
19513,4101343,194.3010765
6117,1500074,194.2867285
2681,504202,194.2762104
16712,3503746,194.2605552
19318,4003318,194.238087
10125,2103039,194.2228199
3709,900306,194.1585773
10861,2200718,194.1055085
5109,1202211,194.0780533
13659,3000988,194.0390575
3754,900737,193.9769354
10372,2103344,193.9760466
13182,2900470,193.9651609
511,200758,193.9095981
18980,4000080,193.8843195
3213,600678,193.8697408
1262,300855,193.8604425
13672,3001183,193.8091524
9051,1901122,193.7984793
23755,4609123,193.7928701
22781,4503530,193.7596769
6448,1516763,193.6705525
16564,3503547,193.6701449
788,202799,193.638123
12721,2602636,193.6235294
5814,1400506,193.6081801
21036,4202137,193.5625103
18554,3800068,193.5481284
1992,405180,193.5452376
15642,3304429,193.5414115
25339,5001764,193.5279433
18060,3609468,193.4944937
535,201222,193.4913804
9411,2002901,193.4825187
3033,504912,193.4695745
17878,3609216,193.4265555
13074,2800562,193.4058949
19862,4103906,193.3817807
11814,2402286,193.3479177
16014,3401828,193.3001157
24880,4800017,193.2962148
2872,504689,193.2934323
20524,4104713,193.2676869
5892,1401477,193.2215336
18769,3901317,193.2151164
753,202739,193.2114969
17017,3604139,193.1714297
2215,405539,193.1680406
16040,3401859,193.1639594
7311,1518779,193.0480708
12111,2500772,193.0445472
3595,801358,193.0326467
24244,4702906,192.9851768
10108,2103010,192.979822
1971,405132,192.9591002
7856,1519460,192.8804072
19576,4102645,192.8756398
18103,3609526,192.8412073
3256,600728,192.7807582
15156,3200924,192.7571017
20992,4202055,192.7542265
20569,4104768,192.7523165
2767,504531,192.7477344
22160,4407044,192.74156
4691,1103063,192.716925
1595,400558,192.671527
1887,404785,192.5858807
22265,4407169,192.5573493
10984,2300160,192.5077833
6788,1518130,192.4808773
23030,4603408,192.4279355
13100,2800968,192.3933093
3856,901121,192.3430891
13413,2902278,192.3070462
2663,504128,192.2216734
13580,3000095,192.1691651
288,103237,192.1001729
2051,405308,192.0388898
98,102606,192.0387738
19810,4103796,192.0312421
11385,2302325,191.9772515
15484,3303754,191.9480663
3992,1001358,191.9437325
12699,2602608,191.9133315
1257,300672,191.8946891
24427,4703176,191.8635189
9254,2001532,191.8566414
13768,3002350,191.8543874
15294,3300181,191.84995
11805,2402271,191.8438977
11801,2402267,191.7919676
9020,1901082,191.7791248
20019,4104124,191.7691375
18180,3609637,191.6324088
5358,1300284,191.5942135
146,102969,191.5780412
24988,4801468,191.5702533
22517,4502791,191.5654719
2833,504634,191.5519695
9976,2101277,191.5292369
4427,1100236,191.5059741
5470,1302063,191.4801341
8866,1900004,191.4775417
6813,1518168,191.4764331
268,103211,191.4527584
14061,3003279,191.4350144
24924,4800954,191.4216966
21384,4300012,191.4069376
6337,1513418,191.3559652
4941,1200676,191.3407028
2751,504514,191.2701262
11562,2401385,191.264898
12570,2602431,191.2487166
10059,2102848,191.244383
25722,5400471,191.2275758
6473,1516986,191.2266757
4181,1002029,191.1766483
24135,4702555,191.1584002
10076,2102941,191.0187647
15003,3200716,190.9766827
8786,1800574,190.9713869
19423,4100070,190.9310114
22427,4500764,190.9091634
13687,3001287,190.879542
25603,5400230,190.8136891
23487,4608769,190.7314936
23034,4603727,190.6827007
20941,4201701,190.6808311
16516,3503488,190.6575252
12849,2700257,190.6241565
12169,2501093,190.5850465
3255,600727,190.5213249
5037,1202027,190.4857152
20186,4104310,190.4842429
20731,4104941,190.4795286
15432,3302129,190.4623767
17277,3608003,190.4355927
3462,801145,190.4286967
17655,3608876,190.4275634
6100,1500043,190.3716922
21833,4403926,190.2580392
23499,4608785,190.2462335
3799,901020,190.1832837
19497,4101163,190.1791712
4955,1200768,190.1068937
4492,1101558,190.0841378
19684,4103360,190.0779966
16426,3503321,190.0730966
5556,1302200,190.0699011
10191,2103137,190.0689563
4409,1100154,189.8426832
6565,1517586,189.8048293
24928,4800987,189.8025561
24571,4703350,189.7536788
2898,504720,189.730372
6539,1517419,189.6989847
4882,1200071,189.6786397
16391,3503123,189.6767349
8591,1700778,189.6760252
2597,503788,189.6473779
23560,4608861,189.6398767
10033,2102694,189.6284883
5387,1300771,189.6251148
7621,1519176,189.5178242
3400,800904,189.4461095
16797,3600117,189.4406706
24532,4703300,189.4398196
3771,900907,189.4223976
13668,3001125,189.4161634
12152,2501050,189.3870596
21736,4400071,189.3835179
2140,405448,189.3819581
21868,4405166,189.3402828
16181,3402041,189.3202588
1778,403138,189.2378917
8941,1900554,189.1636288
7918,1519542,189.0915226
4788,1103185,189.0643647
12772,2602708,189.0444155
653,202546,189.0335042
20290,4104427,189.0056108
19433,4100120,188.9030074
12434,2602199,188.8713985
14563,3100047,188.8335459
13444,2902326,188.8076897
19702,4103487,188.7985236
15248,3300091,188.7476953
21922,4406360,188.6959791
15275,3300145,188.6691913
3182,600632,188.6036484
4893,1200102,188.6033883
8391,1700285,188.5815777
4707,1103083,188.567132
19787,4103741,188.5649704
25702,5400449,188.5586209
20342,4104489,188.5444592
19703,4103489,188.5191384
9945,2100722,188.4117174
15470,3303320,188.3848563
19805,4103784,188.3838542
8829,1800753,188.3792322
2349,405718,188.3542605
2756,504519,188.3297924
8867,1900006,188.3227826
2940,504771,188.2551261
16818,3600164,188.2452228
13985,3003169,188.2121855
10355,2103322,188.2050659
2034,405275,188.1412605
3153,600399,188.1042781
8969,1900974,188.0899348
7361,1518846,188.0629516
24031,4700792,188.0132455
22400,4500574,187.9678584
22169,4407053,187.9595631
23641,4608964,187.8826255
17431,3608540,187.8638424
15017,3200740,187.8472685
22120,4407001,187.8289671
12574,2602435,187.7899963
21052,4202164,187.7829331
21838,4404181,187.7585629
3552,801306,187.7556127
7855,1519459,187.7228904
713,202679,187.7066406
8084,1600343,187.6662052
17947,3609311,187.6177727
5900,1401499,187.5921152
20321,4104465,187.5617828
21004,4202084,187.5430142
12052,2500008,187.5114519
15280,3300152,187.4905407
14604,3100145,187.4569217
20071,4104183,187.4202853
19650,4103200,187.412346
5224,1202347,187.3241232
17023,3604191,187.3181425
20564,4104760,187.3032178
6615,1517742,187.2912672
4186,1002036,187.2775899
2527,502052,187.2557013
7309,1518777,187.178406
15379,3301560,187.111985
11053,2300863,187.1017283
581,202166,187.069646
1468,301941,187.0492223
13864,3002848,187.0426688
16069,3401894,187.0423008
23305,4608358,187.0316508
3895,901169,187.0022352
14881,3102237,186.9564841
10784,2200389,186.8537187
23724,4609081,186.8481927
10980,2300141,186.8112191
7123,1518546,186.8073365
24373,4703107,186.7980485
4547,1102610,186.7863121
6875,1518245,186.7491318
9320,2002672,186.7322828
11149,2301928,186.707151
10047,2102782,186.6921484
12604,2602478,186.6899065
982,203046,186.6862839
1697,401937,186.6862361
8383,1700237,186.6162526
15521,3304126,186.5693845
3422,801029,186.5670782
4244,1002103,186.5261216
20048,4104158,186.510834
10103,2102999,186.5046938
25487,5100195,186.4310035
6287,1511607,186.4260802
4529,1102259,186.3779575
1570,400170,186.351815
10908,2200774,186.3388457
21423,4300194,186.3304198
1679,401885,186.2971386
25246,5001584,186.2552117
3751,900721,186.2471454
19708,4103500,186.2074707
23576,4608880,186.1863077
25688,5400434,186.1857835
18952,4000021,186.1852856
16273,3500135,186.1793689
21857,4404951,186.1661298
23404,4608631,186.1565082
10762,2200040,186.1478909
4213,1002067,186.1299632
16532,3503509,186.1100503
5832,1400823,186.0774746
4096,1001905,186.0695461
3364,800394,186.039315
21032,4202132,186.0169115
23354,4608514,185.9986246
3679,900139,185.9983968
11539,2400499,185.9865886
16613,3503612,185.9797531
13086,2800756,185.969991
2783,504558,185.9646547
19717,4103533,185.9517594
15467,3303259,185.9141915
16522,3503496,185.9090069
15261,3300120,185.8935846
17417,3608512,185.8711967
13209,2900936,185.8554862
19812,4103803,185.8512925
19152,4003085,185.7921847
20267,4104399,185.781991
3794,900999,185.7374251
17609,3608810,185.73161
17615,3608819,185.722983
17604,3608804,185.69958
25597,5400197,185.6661227
2538,502505,185.6598036
19484,4101111,185.6347873
4458,1101106,185.6271353
12993,2700439,185.6037594
15664,3304456,185.5766093
22540,4503042,185.5693936
11301,2302227,185.543062
16397,3503241,185.5210547
3602,801366,185.4882516
8864,1900001,185.4455594
2515,501437,185.4396986
17566,3608750,185.3971438
7691,1519259,185.3907334
2749,504509,185.3804595
10218,2103166,185.3324963
20417,4104587,185.32207
19903,4103971,185.1273137
19857,4103894,185.064521
19191,4003153,185.0408248
10082,2102961,185.0259946
23815,4609198,185.0246757
4480,1101228,185.0002182
1508,301999,184.989546
23316,4608390,184.9625487
725,202700,184.9622124
22250,4407152,184.9390361
21830,4403767,184.9214522
21071,4202192,184.905707
5454,1302031,184.8974771
15543,3304200,184.8806664
9323,2002685,184.8699189
23667,4609006,184.8623375
1367,301799,184.8611729
1624,401688,184.8511755
17416,3608508,184.8407665
9908,2100491,184.833807
954,203010,184.8192019
22141,4407024,184.7624465
16493,3503457,184.7535227
3546,801299,184.7131193
4898,1200123,184.7025148
5281,1202410,184.5890108
15257,3300108,184.5367433
19689,4103410,184.531449
3521,801271,184.4669406
17982,3609356,184.401455
12669,2602565,184.3894027
19486,4101118,184.3823946
10019,2102479,184.3815446
5819,1400522,184.3725817
20616,4104820,184.3547031
9279,2002356,184.3376511
20091,4104205,184.3234434
6936,1518317,184.3229371
9311,2002619,184.309822
8938,1900509,184.2880429
2292,405638,184.2825924
7639,1519198,184.1629118
24934,4801016,184.154459
8588,1700775,184.1367248
13243,2901679,184.1298704
20003,4104106,184.1286434
11622,2401915,184.1248728
6459,1516865,184.1159823
